topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('operation', 0.22314224)","('environment', 0.20478992)","('risk', 0.20137733)","('guideline', 0.20057836)","('safety', 0.18834758)","('service', 0.18787515)","('implement', 0.17712764)","('engineering', 0.17252675)","('facility', 0.17024603)","('technical', 0.16962197)"
0,"('pharmaceutical', 0.4252516)","('biotech', 0.42078313)","('pharma', 0.3734357)","('biotechnology', 0.3309389)","('manufacturing', 0.28489894)","('software', 0.2778808)","('astrazeneca', 0.27641585)","('drug', 0.26901045)","('compound', 0.26115072)","('chemical', 0.25661543)"
1,"('oncology', 0.37255317)","('oncologist', 0.3130259)","('prostate', 0.30861807)","('cancer', 0.287866)","('chemotherapy', 0.27705392)","('clinician', 0.26663077)","('clinical', 0.26410553)","('tumour', 0.25420758)","('radiotherapy', 0.2316873)","('biopsy', 0.20925233)"
2,"('outreach', 0.35973585)","('educational', 0.28060752)","('curriculum', 0.26270896)","('astronomy', 0.25730443)","('scientific', 0.25649127)","('discovery', 0.25431746)","('science', 0.24627718)","('scientist', 0.23988354)","('inspire', 0.23111752)","('student', 0.22078514)"
3,"('wildlife', 0.5067153)","('biodiversity', 0.48584837)","('ecological', 0.45658058)","('iucn', 0.45256197)","('habitat', 0.4280269)","('conservation', 0.41943318)","('grassland', 0.39330006)","('ecosystem', 0.39184493)","('forestry', 0.38140738)","('extinction', 0.3789878)"
4,"('manufacturing', 0.32883504)","('carbon', 0.32396287)","('industrial', 0.3162666)","('production', 0.31205854)","('aggregate', 0.29207653)","('additive', 0.28625578)","('composite', 0.2794742)","('catalyst', 0.26965287)","('econic', 0.26158774)","('polymer', 0.2581179)"
5,"('maternity', 0.53698)","('midwifery', 0.5006496)","('midwife', 0.47919744)","('obstetrician', 0.4780594)","('neonatal', 0.44434482)","('fetal', 0.42616788)","('maternal', 0.41930526)","('newborn', 0.40478963)","('infant', 0.38955134)","('perinatal', 0.38226354)"
6,"('cybersecurity', 0.43759906)","('enterprise', 0.33702022)","('ibm', 0.31065163)","('security', 0.30592382)","('analytics', 0.26851082)","('cyber', 0.26728594)","('software', 0.25489083)","('microsoft', 0.2540346)","('innovation', 0.24390797)","('secure', 0.2419228)"
7,"('photonics', 0.38952458)","('optical', 0.35259843)","('silicon', 0.33916622)","('quantum', 0.33134282)","('laser', 0.3208608)","('qucs', 0.31948614)","('semiconductor', 0.3190644)","('foundry', 0.31074142)","('wafer', 0.26349667)","('manufacturing', 0.25654274)"
8,"('cardiac', 0.49716467)","('cardiology', 0.4923523)","('cardiovascular', 0.48278522)","('cardiologist', 0.3907303)","('arrhythmia', 0.36252066)","('coronary', 0.33549863)","('heart', 0.2982022)","('aortic', 0.28142518)","('ecg', 0.26324558)","('medical', 0.24509647)"
