topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('health', 0.2136119)","('audience', 0.20447329)","('individual', 0.19783467)","('care', 0.18754673)","('exhibition', 0.18091324)","('information', 0.17120555)","('opportunity', 0.15632641)","('contribution', 0.14509773)","('review', 0.14283514)","('discussion', 0.14245822)"
0,"('educator', 0.44444948)","('literacy', 0.4275666)","('teacher', 0.41581672)","('teach', 0.392919)","('classroom', 0.38679248)","('pedagogical', 0.37947857)","('curriculum', 0.37498415)","('educational', 0.35705677)","('learner', 0.34289715)","('pedagogy', 0.33137786)"
1,"('childhood', 0.37749732)","('childcare', 0.36464238)","('youth', 0.3594497)","('child', 0.35600376)","('adoption', 0.34213698)","('adopt', 0.32709345)","('adolescent', 0.31865105)","('parent', 0.31065965)","('unicef', 0.26445737)","('young', 0.2508187)"
2,"('climate', 0.37536705)","('flood', 0.36407512)","('environment', 0.3171829)","('catchment', 0.3084715)","('environmental', 0.29305696)","('mitigation', 0.27633715)","('groundwater', 0.27562928)","('ecosystem', 0.26522464)","('infrastructure', 0.26278728)","('landscape', 0.2501261)"
3,"('police', 0.36867708)","('enforcement', 0.3611343)","('officer', 0.34660274)","('criminal', 0.33950764)","('tribunal', 0.31232336)","('crime', 0.3097647)","('judicial', 0.29987568)","('offence', 0.28639644)","('justice', 0.27703828)","('offender', 0.2734328)"
4,"('peacebuilding', 0.485729)","('ngo', 0.42195427)","('humanitarian', 0.41847256)","('peace', 0.34265023)","('refugee', 0.30791295)","('reconciliation', 0.29625434)","('crisis', 0.2837019)","('genocide', 0.26343232)","('sudan', 0.25955498)","('conflict', 0.25680405)"
5,"('athlete', 0.45530665)","('compete', 0.39060223)","('paralympic', 0.3773796)","('paralympics', 0.3725228)","('sport', 0.3705548)","('rugby', 0.3518224)","('olympic', 0.3401661)","('coach', 0.32371145)","('swimmer', 0.2899766)","('elite', 0.28612682)"
6,"('curatorial', 0.39082658)","('exhibition', 0.34352267)","('curator', 0.3405549)","('exhibit', 0.32776773)","('museum', 0.32325003)","('renaissance', 0.31136984)","('curated', 0.30320096)","('craft', 0.299802)","('contemporary', 0.29330885)","('artwork', 0.27282023)"
7,"('enterprise', 0.4057166)","('entrepreneurship', 0.3351501)","('organisational', 0.32890245)","('entrepreneur', 0.3275213)","('entrepreneurial', 0.31128386)","('corporate', 0.2926551)","('strategic', 0.28753415)","('smes', 0.28619802)","('manage', 0.28396243)","('firm', 0.27717578)"
8,"('medical', 0.3491957)","('healthcare', 0.34361768)","('clinical', 0.3381434)","('patient', 0.33212844)","('health', 0.32299358)","('hospital', 0.30755198)","('medicine', 0.29447192)","('nursing', 0.2647646)","('nurse', 0.2625988)","('doctor', 0.25998908)"
9,"('concert', 0.43973416)","('musician', 0.42489067)","('music', 0.41564167)","('musical', 0.4010182)","('choral', 0.36779502)","('performer', 0.36613676)","('choir', 0.3552849)","('orchestra', 0.34527892)","('composer', 0.33987886)","('instrument', 0.3370825)"
10,"('neolithic', 0.41928947)","('archaeology', 0.36838317)","('archaeological', 0.35050356)","('stonehenge', 0.340162)","('excavation', 0.31555134)","('archaeologist', 0.31509316)","('monastery', 0.29396325)","('prehistoric', 0.2917568)","('abbey', 0.27624595)","('cardiff', 0.24447152)"
