topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('health', 0.29415375)","('care', 0.21084735)","('information', 0.20551625)","('office', 0.19522649)","('agency', 0.19213635)","('service', 0.18443641)","('patient', 0.17290656)","('visitor', 0.16343236)","('opportunity', 0.15952581)","('partner', 0.15556286)"
0,"('educator', 0.4554566)","('pedagogical', 0.4072811)","('curriculum', 0.40664652)","('teacher', 0.40543398)","('classroom', 0.40121987)","('pedagogy', 0.38089937)","('teach', 0.37986043)","('educational', 0.36959842)","('student', 0.3247705)","('literacy', 0.3242933)"
1,"('pharmaceutical', 0.42525154)","('biotech', 0.42078313)","('pharma', 0.3734357)","('biopharma', 0.3527151)","('biotechnology', 0.33093894)","('formulation', 0.31370974)","('fda', 0.29383034)","('manufacturing', 0.28489897)","('software', 0.2778808)","('astrazeneca', 0.2764158)"
2,"('athlete', 0.47023913)","('athletics', 0.40203816)","('compete', 0.39434648)","('sport', 0.3857926)","('paralympics', 0.35013747)","('olympic', 0.34599864)","('paralympic', 0.34549826)","('rugby', 0.34040332)","('coach', 0.33286905)","('hockey', 0.28976327)"
3,"('curatorial', 0.4009136)","('exhibition', 0.37298036)","('curator', 0.35594475)","('museum', 0.34896642)","('exhibit', 0.34319377)","('curated', 0.33221573)","('contemporary', 0.26794028)","('craft', 0.2631361)","('visitor', 0.26249552)","('audience', 0.25891042)"
4,"('adoption', 0.41596973)","('childcare', 0.41445994)","('adopt', 0.38629988)","('childhood', 0.38228264)","('child', 0.38012493)","('parent', 0.34055555)","('nursery', 0.33970538)","('youth', 0.30691352)","('unicef', 0.27462417)","('educational', 0.23647419)"
5,"('constabulary', 0.49730897)","('officer', 0.44508755)","('police', 0.41896623)","('constable', 0.4034416)","('enforcement', 0.35064048)","('detective', 0.28995618)","('arrest', 0.28931296)","('conduct', 0.25921226)","('criminal', 0.23712423)","('suspect', 0.22968605)"
6,"('music', 0.42574507)","('concert', 0.4141528)","('musician', 0.39488387)","('musical', 0.3870474)","('choral', 0.34605777)","('orchestra', 0.3315452)","('choir', 0.3314023)","('conservatoire', 0.32933944)","('performer', 0.318335)","('instrument', 0.31823248)"
7,"('maternity', 0.5460842)","('obstetrician', 0.5087225)","('childbirth', 0.49755347)","('neonatal', 0.484563)","('midwifery', 0.4820096)","('midwife', 0.44998407)","('newborn', 0.4404228)","('maternal', 0.4402818)","('infant', 0.43047184)","('breastfeeding', 0.41805568)"
8,"('renewables', 0.43074596)","('renewable', 0.40752828)","('electricity', 0.32448763)","('generator', 0.30989468)","('demand', 0.28764367)","('electric', 0.28122216)","('energy', 0.28110123)","('heating', 0.2363964)","('efficiency', 0.23600598)","('grid', 0.22990912)"
9,"('psychiatry', 0.3834641)","('psychiatric', 0.3776837)","('psychotherapy', 0.356838)","('therapy', 0.34343433)","('therapist', 0.3426078)","('clinical', 0.33496276)","('psychiatrist', 0.32332945)","('psychosis', 0.32249355)","('antidepressant', 0.3160345)","('depression', 0.31271747)"
10,"('polling', 0.4917137)","('voter', 0.39723188)","('referendum', 0.36582983)","('voting', 0.36159357)","('parliamentary', 0.35451257)","('vote', 0.34348577)","('parliament', 0.3414281)","('election', 0.3406776)","('electoral', 0.3381436)","('parliamentarian', 0.30925694)"
11,"('royce', 0.3475752)","('engine', 0.31643713)","('renault', 0.28157926)","('boeing', 0.27876416)","('fuel', 0.27657175)","('automotive', 0.27270442)","('aircraft', 0.27132007)","('aerospace', 0.2628848)","('aero', 0.2596072)","('jet', 0.24336304)"
12,"('climate', 0.48016518)","('greenhouse', 0.3245499)","('unfccc', 0.26688677)","('ipcc', 0.25306797)","('environment', 0.2501409)","('carbon', 0.24370116)","('mitigation', 0.24245267)","('methane', 0.23927535)","('weather', 0.23740868)","('temperature', 0.21348885)"
13,"('theatre', 0.4176767)","('shakespearean', 0.40780407)","('shakespeare', 0.40165398)","('playwright', 0.34587276)","('audience', 0.34325862)","('theatrical', 0.33092463)","('stage', 0.31858364)","('performer', 0.308263)","('perform', 0.28957126)","('macbeth', 0.2788974)"
