topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('educational', 0.38829124)","('promote', 0.36225557)","('ngo', 0.3586774)","('charity', 0.35741305)","('participation', 0.34376067)","('youth', 0.33035418)","('ethical', 0.3180267)","('justice', 0.30349296)","('adopt', 0.3020948)","('conduct', 0.30027142)"
0,"('artistic', 0.4911428)","('curatorial', 0.4790382)","('exhibition', 0.47656512)","('art', 0.47437382)","('curator', 0.42834583)","('audience', 0.42171544)","('artefact', 0.41882804)","('museum', 0.41568872)","('literature', 0.40101558)","('artist', 0.39839274)"
1,"('teach', 0.54534715)","('educator', 0.5450337)","('teacher', 0.50854385)","('pedagogical', 0.5039572)","('curriculum', 0.49155426)","('classroom', 0.47865427)","('educational', 0.44265947)","('learner', 0.42031038)","('literacy', 0.41748565)","('pedagogy', 0.41381943)"
2,"('clinical', 0.45982248)","('clinic', 0.42803234)","('treatment', 0.4063684)","('prescribed', 0.38219422)","('healthcare', 0.3806551)","('clinician', 0.37628418)","('therapy', 0.37482715)","('hospital', 0.36030635)","('medical', 0.35166585)","('medicine', 0.34619725)"
3,"('environment', 0.5152391)","('environmental', 0.4924373)","('sustainability', 0.46613297)","('infrastructure', 0.4580897)","('ecosystem', 0.44210303)","('ecological', 0.4413158)","('sustainable', 0.4162877)","('pollution', 0.41201183)","('catchment', 0.4089209)","('climate', 0.405124)"
4,"('criminal', 0.47039616)","('crime', 0.45834878)","('police', 0.4524377)","('homicide', 0.43665922)","('tribunal', 0.4193282)","('offender', 0.40386793)","('enforcement', 0.40254384)","('offence', 0.3989074)","('forensic', 0.39725065)","('justice', 0.39285457)"
5,"('athletic', 0.5870973)","('athlete', 0.5648095)","('sport', 0.5577422)","('paralympic', 0.511954)","('paralympics', 0.50321)","('compete', 0.487122)","('olympic', 0.4833583)","('rugby', 0.4748706)","('coach', 0.44449967)","('football', 0.38960445)"
6,"('polling', 0.56372267)","('election', 0.46884224)","('political', 0.4638553)","('politics', 0.43488324)","('policymaking', 0.4309457)","('parliament', 0.429892)","('councillor', 0.4297133)","('policymakers', 0.42881903)","('electoral', 0.42694837)","('politician', 0.42520896)"
7,"('enterprise', 0.6144005)","('entrepreneurship', 0.52807814)","('entrepreneur', 0.4864221)","('entrepreneurial', 0.4784488)","('business', 0.45527184)","('smes', 0.44802898)","('organisational', 0.44651026)","('strategic', 0.43953204)","('competitiveness', 0.42361218)","('corporate', 0.41372842)"
8,"('refugee', 0.67138755)","('migrant', 0.6535287)","('immigration', 0.55934787)","('migration', 0.5429013)","('immigrant', 0.5245532)","('asylum', 0.45653677)","('diversity', 0.35801095)","('diverse', 0.3564129)","('traveller', 0.34194)","('internationally', 0.33795458)"
9,"('psychiatry', 0.41240877)","('psychiatric', 0.38617954)","('health', 0.3764632)","('healthcare', 0.35182038)","('counsel', 0.32865587)","('therapist', 0.3207968)","('psychotherapy', 0.317751)","('therapy', 0.30454546)","('mental', 0.30207747)","('psychotherapist', 0.29964986)"
10,"('healthcare', 0.5762563)","('health', 0.4651678)","('hospital', 0.46278316)","('medical', 0.4550506)","('clinical', 0.40643254)","('carers', 0.37908947)","('service', 0.37476242)","('ambulance', 0.37252235)","('medicine', 0.36220902)","('patient', 0.35732394)"
11,"('childcare', 0.55903983)","('adoption', 0.4547372)","('adopt', 0.41794753)","('parent', 0.41652095)","('unicef', 0.3855816)","('nursery', 0.3827817)","('child', 0.3800236)","('childhood', 0.37777904)","('poverty', 0.3769001)","('family', 0.34026307)"
12,"('gender', 0.49766275)","('empowerment', 0.44479334)","('diversity', 0.3983962)","('female', 0.37179512)","('equality', 0.35379562)","('woman', 0.3326159)","('ngo', 0.3191516)","('advocacy', 0.31054112)","('career', 0.2961936)","('mainstreaming', 0.28805804)"
13,"('artscapers', 0.5497236)","('art', 0.5461769)","('artwork', 0.5388835)","('artistic', 0.51567346)","('creativity', 0.49268556)","('participatory', 0.46839392)","('participation', 0.46462375)","('exhibition', 0.42926812)","('inspire', 0.38862568)","('facilitate', 0.36224726)"
14,"('urbanisation', 0.5056412)","('infrastructure', 0.49847215)","('mobility', 0.46020746)","('sustainable', 0.45970154)","('urban', 0.4381039)","('environment', 0.41466767)","('planning', 0.4143958)","('transport', 0.40651014)","('city', 0.40481997)","('road', 0.37504962)"
15,"('peacebuilding', 0.6309663)","('peacekeeping', 0.53621936)","('ngo', 0.46625286)","('peace', 0.45920962)","('humanitarian', 0.4413075)","('conflict', 0.422109)","('reconciliation', 0.41586673)","('unicef', 0.39752483)","('diplomacy', 0.39608347)","('unesco', 0.37337542)"
16,"('terrorism', 0.6053786)","('extremism', 0.5063863)","('threat', 0.48413548)","('jihadist', 0.44026443)","('islamic', 0.4207459)","('islam', 0.40503812)","('security', 0.39982784)","('extremist', 0.39204472)","('islamophobia', 0.39141232)","('attack', 0.3889688)"
17,"('banking', 0.5536983)","('bank', 0.51385576)","('finance', 0.4638169)","('macroeconomic', 0.45825076)","('monetary', 0.44730252)","('banknote', 0.4245964)","('currency', 0.4018411)","('macroprudential', 0.3841139)","('economist', 0.37710446)","('investor', 0.37381428)"
18,"('safeguard', 0.45610842)","('abuse', 0.4114936)","('violence', 0.3737079)","('vulnerable', 0.3715765)","('child', 0.37066334)","('protection', 0.35063213)","('csa', 0.33749485)","('offence', 0.33541638)","('adolescent', 0.31517076)","('bullying', 0.31141937)"
19,"('digital', 0.48580188)","('advertising', 0.44645)","('organisational', 0.44578204)","('digitalization', 0.4285102)","('marketing', 0.41254723)","('communication', 0.40407324)","('accessibility', 0.39896533)","('service', 0.37854195)","('advert', 0.35833988)","('sectoral', 0.35822397)"
20,"('disaster', 0.5439851)","('resilience', 0.4905451)","('safety', 0.48103452)","('emergency', 0.47108984)","('risk', 0.46266142)","('resilient', 0.4343542)","('rescue', 0.42114544)","('preparedness', 0.41755038)","('safer', 0.41241202)","('vulnerability', 0.40582746)"
21,"('sustainability', 0.50558984)","('sustainable', 0.46964055)","('renewable', 0.46446392)","('environment', 0.45963207)","('eco', 0.4520321)","('building', 0.44211924)","('energy', 0.43235356)","('infrastructure', 0.4262392)","('housing', 0.4142446)","('efficiency', 0.410087)"
22,"('dementia', 0.6589623)","('alzheimer', 0.52739215)","('elderly', 0.47172004)","('caregiver', 0.3750314)","('hospice', 0.37493896)","('carers', 0.33765018)","('cognitive', 0.33020914)","('care', 0.31344306)","('amnesia', 0.3119201)","('carer', 0.29654932)"
23,"('prison', 0.5899801)","('prisoner', 0.58141255)","('incarcerate', 0.52109796)","('convict', 0.5020936)","('inmate', 0.4887208)","('imprisonment', 0.46623918)","('rehabilitative', 0.46161425)","('criminalise', 0.42476648)","('probation', 0.41975063)","('detention', 0.41947916)"
24,"('meal', 0.4689662)","('food', 0.467893)","('nutrition', 0.44580853)","('catering', 0.4451914)","('agriculture', 0.42029357)","('kitchen', 0.3894559)","('dietetics', 0.3874908)","('hunger', 0.37263793)","('sustainable', 0.36945245)","('eat', 0.3683346)"
25,"('legislation', 0.45599592)","('brexit', 0.45345086)","('parliament', 0.41554165)","('ireland', 0.39088404)","('irish', 0.36634523)","('immigration', 0.36483687)","('union', 0.36152786)","('parliamentary', 0.33834615)","('dublin', 0.33242273)","('citizen', 0.3321519)"
26,"('manufacturing', 0.5371016)","('inventory', 0.51530665)","('supplier', 0.4865201)","('company', 0.45023406)","('business', 0.4335642)","('organisational', 0.4319805)","('manufacture', 0.42598307)","('software', 0.41155928)","('manufacturer', 0.39830542)","('fabrication', 0.38768512)"
27,"('merger', 0.62781924)","('regulatory', 0.47247326)","('merge', 0.43007457)","('market', 0.40028387)","('competition', 0.39080846)","('innovation', 0.38461196)","('procurement', 0.37602022)","('regulation', 0.3728224)","('innovator', 0.35445485)","('legislation', 0.3381462)"
28,"('pension', 0.63601065)","('pensioner', 0.5741211)","('retirement', 0.44071963)","('trustee', 0.39869702)","('finance', 0.38753372)","('reinsurers', 0.38467452)","('annuity', 0.3781427)","('banking', 0.3772949)","('insurance', 0.36506164)","('investment', 0.34331676)"
29,"('religion', 0.5255408)","('religious', 0.5052259)","('catholic', 0.5014989)","('clergy', 0.48052645)","('church', 0.47446862)","('theology', 0.44256145)","('theological', 0.43976635)","('belief', 0.43496823)","('congregation', 0.40375924)","('christian', 0.39837182)"
