topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('agency', 0.20824422)","('scottish', 0.20407334)","('reform', 0.20350543)","('police', 0.20304361)","('justice', 0.18646432)","('scotland', 0.1803836)","('individual', 0.17825587)","('violence', 0.1774776)","('domestic', 0.17664292)","('civil', 0.17559338)"
0,"('educator', 0.4639585)","('teacher', 0.44014373)","('classroom', 0.3898451)","('curriculum', 0.38438848)","('teach', 0.38196686)","('pedagogical', 0.3641029)","('educational', 0.3444591)","('mentor', 0.3328471)","('pedagogy', 0.32341036)","('literacy', 0.311291)"
1,"('hospital', 0.38633686)","('healthcare', 0.3548205)","('clinic', 0.3288469)","('clinical', 0.32741666)","('medical', 0.3233372)","('clinician', 0.3229735)","('patient', 0.30589253)","('service', 0.30264804)","('medicine', 0.26869047)","('health', 0.23154569)"
2,"('athlete', 0.39894706)","('coach', 0.35473043)","('sport', 0.32878396)","('rugby', 0.3047749)","('olympic', 0.304465)","('paralympic', 0.30194247)","('fifa', 0.2820236)","('football', 0.26954296)","('competition', 0.26645082)","('league', 0.2653311)"
3,"('voter', 0.38468826)","('parliamentary', 0.3785533)","('parliament', 0.37780446)","('referendum', 0.3664999)","('polling', 0.36591977)","('electoral', 0.34659952)","('vote', 0.33381248)","('election', 0.32886934)","('representative', 0.28464824)","('political', 0.26493585)"
4,"('childcare', 0.44721442)","('adoption', 0.38081867)","('childhood', 0.36722246)","('child', 0.36498237)","('nursery', 0.34462392)","('parent', 0.32784015)","('infant', 0.29880166)","('youth', 0.29072028)","('unicef', 0.2534109)","('educational', 0.23162004)"
5,"('housing', 0.46380636)","('homeless', 0.39026728)","('homelessness', 0.38307604)","('rent', 0.32869425)","('accommodation', 0.31186426)","('tenant', 0.29467934)","('landlord', 0.2920516)","('household', 0.27920437)","('neighbourhood', 0.27396047)","('house', 0.26860037)"
6,"('neolithic', 0.34191367)","('archaeology', 0.33880836)","('archaeological', 0.31578144)","('archaeologist', 0.30279955)","('outreach', 0.29890084)","('legacy', 0.28914565)","('prehistoric', 0.27435136)","('excavation', 0.26777887)","('volunteer', 0.26665708)","('visitor', 0.25067043)"
7,"('catchment', 0.44485733)","('groundwater', 0.4019782)","('flood', 0.37940407)","('river', 0.33407426)","('environment', 0.3276528)","('environmental', 0.3039749)","('pollution', 0.30311477)","('water', 0.2914342)","('infrastructure', 0.2853046)","('mitigation', 0.27956936)"
8,"('banking', 0.4723285)","('bank', 0.43061337)","('eurobank', 0.39916128)","('finance', 0.33623767)","('macroprudential', 0.28331882)","('macroeconomic', 0.27276263)","('liquidity', 0.26162434)","('monetary', 0.25981995)","('portfolio', 0.25575662)","('reserve', 0.24573934)"
9,"('agricultural', 0.5458321)","('agriculture', 0.545415)","('farmer', 0.47219846)","('farm', 0.39898628)","('crop', 0.35062706)","('ngo', 0.33967948)","('uganda', 0.33358055)","('livelihood', 0.33002114)","('tanzania', 0.318945)","('zambia', 0.29734144)"
10,"('renewable', 0.40315458)","('energy', 0.3168069)","('efficiency', 0.3079731)","('electricity', 0.30792558)","('heating', 0.2747266)","('electric', 0.27358946)","('sustainable', 0.24990216)","('demand', 0.24708219)","('carbon', 0.24282993)","('fuel', 0.23346402)"
11,"('constabulary', 0.50966424)","('officer', 0.453556)","('constable', 0.4420302)","('police', 0.4000269)","('enforcement', 0.34323803)","('conduct', 0.26175302)","('inspector', 0.2526501)","('criminal', 0.21552019)","('commissioner', 0.21395093)","('offence', 0.21087785)"
12,"('peacekeeping', 0.4653209)","('peacebuilding', 0.4652864)","('ngo', 0.37713432)","('humanitarian', 0.35238278)","('peace', 0.33778542)","('reconciliation', 0.3128699)","('unicef', 0.30428392)","('crisis', 0.28228894)","('conflict', 0.27250054)","('military', 0.2648905)"
13,"('procurement', 0.3241097)","('production', 0.31940222)","('manufacturing', 0.31561688)","('supplier', 0.29879123)","('inventory', 0.2874775)","('firm', 0.28698212)","('company', 0.28313434)","('strategic', 0.2691375)","('marketing', 0.2528295)","('manufacturer', 0.24979144)"
14,"('entrepreneurship', 0.4519826)","('entrepreneur', 0.4445178)","('entrepreneurial', 0.42364246)","('enterprise', 0.41935527)","('venture', 0.3815699)","('innovate', 0.32230347)","('strategic', 0.30400622)","('innovation', 0.30297676)","('success', 0.28648382)","('firm', 0.2816308)"
15,"('prisoner', 0.49176174)","('prison', 0.49044412)","('inmate', 0.4455615)","('rehabilitative', 0.410599)","('parole', 0.4105705)","('probation', 0.36555713)","('detention', 0.32255387)","('rehabilitation', 0.31009647)","('offender', 0.30561343)","('penal', 0.2809143)"
16,"('briefing', 0.33477446)","('administration', 0.29714167)","('secretary', 0.28674945)","('secretariat', 0.27226436)","('expertise', 0.26016104)","('nato', 0.2528633)","('senior', 0.24997056)","('redact', 0.2303536)","('strategic', 0.21722272)","('office', 0.21707523)"
17,"('climate', 0.43054515)","('environment', 0.29489905)","('mitigation', 0.29097646)","('sustainable', 0.28906232)","('resilience', 0.2847252)","('drought', 0.27203602)","('greenhouse', 0.26812917)","('risk', 0.23963657)","('flood', 0.22939953)","('vulnerability', 0.22422823)"
18,"('nutrition', 0.39137882)","('meal', 0.3822175)","('food', 0.37043062)","('hunger', 0.33086368)","('agriculture', 0.32813022)","('meat', 0.31813145)","('agricultural', 0.31119484)","('vegetable', 0.30730867)","('consumer', 0.3015827)","('chicken', 0.28873652)"
19,"('migrant', 0.5223854)","('refugee', 0.49904805)","('migratory', 0.46225837)","('migration', 0.41273454)","('immigration', 0.39362454)","('seeker', 0.2932769)","('asylum', 0.29236642)","('brexit', 0.25911376)","('racism', 0.21950832)","('visitor', 0.21456426)"
20,"('judicial', 0.4574579)","('judiciary', 0.4451899)","('tribunal', 0.44232133)","('court', 0.41904286)","('defendant', 0.40540296)","('judge', 0.38906217)","('litigation', 0.34395558)","('counsel', 0.33145642)","('justice', 0.3089753)","('proceeding', 0.3081566)"
21,"('rica', 0.35104632)","('nicaragua', 0.34026563)","('colombia', 0.31852728)","('colombian', 0.31243306)","('venezuelan', 0.31186754)","('chilean', 0.28860122)","('governance', 0.26601171)","('latin', 0.26386154)","('argentina', 0.24512659)","('reform', 0.24398428)"
22,"('cycling', 0.46616864)","('cyclist', 0.4367346)","('biking', 0.3740937)","('transport', 0.35786253)","('mobility', 0.3470415)","('motorcyclist', 0.33508915)","('traffic', 0.32415947)","('bike', 0.30331936)","('road', 0.29653347)","('infrastructure', 0.28419542)"
23,"('recruitment', 0.4062398)","('union', 0.32567957)","('workplace', 0.32472062)","('employment', 0.31105626)","('organisational', 0.3082748)","('employer', 0.2969121)","('employee', 0.28933364)","('worker', 0.27532732)","('scottish', 0.2596097)","('tribunal', 0.25663885)"
24,"('woman', 0.3411919)","('female', 0.3264815)","('gender', 0.314692)","('recruitment', 0.3059397)","('underrepresentation', 0.26157898)","('leadership', 0.23670772)","('diverse', 0.22937724)","('facilitator', 0.22935057)","('senior', 0.22843985)","('leader', 0.22719203)"
25,"('wage', 0.37464553)","('unemployed', 0.32458296)","('income', 0.32203656)","('worker', 0.3157099)","('unemployment', 0.31124794)","('employment', 0.30709547)","('employer', 0.300673)","('employee', 0.2953058)","('labour', 0.29429674)","('pay', 0.24626783)"
26,"('surveillance', 0.35525566)","('oversight', 0.3046262)","('police', 0.29218078)","('agency', 0.2893021)","('accountability', 0.28199035)","('governance', 0.27537695)","('security', 0.2704404)","('regulation', 0.2486859)","('law', 0.21980816)","('privacy', 0.2112607)"
27,"('uganda', 0.48968956)","('ugandan', 0.48760027)","('kenya', 0.4690748)","('malawi', 0.4522805)","('kenyan', 0.43758416)","('ngo', 0.42950982)","('ethiopia', 0.36534077)","('somaliland', 0.352614)","('africa', 0.34137017)","('somalia', 0.33928525)"
28,"('pension', 0.45469058)","('pensioner', 0.44076836)","('retirement', 0.3207618)","('annuity', 0.29819024)","('portfolio', 0.27493215)","('microinsurance', 0.25048122)","('advisory', 0.24888161)","('investor', 0.24587145)","('trustee', 0.24149022)","('investment', 0.24025437)"
29,"('terrorism', 0.48522812)","('terrorist', 0.4509977)","('extremism', 0.447695)","('threat', 0.4316951)","('extremist', 0.36906016)","('cybersecurity', 0.3546965)","('jihadist', 0.32628986)","('enforcement', 0.31425822)","('attack', 0.30645666)","('resilience', 0.29613125)"
30,"('youth', 0.6119875)","('young', 0.3812487)","('participation', 0.31533003)","('participate', 0.31328943)","('facilitation', 0.27328566)","('child', 0.22549865)","('gang', 0.21388805)","('cadet', 0.20874621)","('resettlement', 0.20814559)","('leadership', 0.2053176)"
31,"('fishery', 0.5971707)","('fishing', 0.47125548)","('reef', 0.4288328)","('fish', 0.40172875)","('marine', 0.3867535)","('fisherman', 0.37369764)","('coastal', 0.3679368)","('sea', 0.36425638)","('coast', 0.32397944)","('ecosystem', 0.31357628)"
32,"('safeguard', 0.37566948)","('offence', 0.32174128)","('youth', 0.3133034)","('abuse', 0.3122543)","('violence', 0.30019665)","('child', 0.29664794)","('parent', 0.27433482)","('protection', 0.26760554)","('csa', 0.2611813)","('corporal', 0.2554159)"
33,"('ulster', 0.4644346)","('ireland', 0.44021216)","('irish', 0.43041152)","('belfast', 0.40827587)","('unionist', 0.37016618)","('brexit', 0.35523742)","('scottish', 0.31461707)","('parliament', 0.2792809)","('parliamentary', 0.26759934)","('shirlow', 0.25363815)"
34,"('brexit', 0.26050073)","('parliament', 0.2572633)","('legislation', 0.25458297)","('restructuring', 0.24295178)","('parliamentary', 0.23457097)","('labour', 0.22984959)","('legislative', 0.22920212)","('union', 0.22681676)","('negotiation', 0.2197758)","('brussels', 0.21961035)"
35,"('genocide', 0.42919624)","('rwanda', 0.36838204)","('rwandan', 0.35328794)","('persecution', 0.3452665)","('ngo', 0.32573125)","('repression', 0.28135324)","('reparation', 0.27044752)","('burma', 0.26707453)","('burmese', 0.26349303)","('mookherjee', 0.25770944)"
36,"('disability', 0.51087534)","('impaired', 0.33324116)","('impairment', 0.32933944)","('inclusive', 0.30992883)","('disabled', 0.30155608)","('accessibility', 0.2756949)","('apprenticeship', 0.26198253)","('accessible', 0.24910137)","('inclusion', 0.1997863)","('mandatory', 0.19575788)"
37,"('accountancy', 0.42249495)","('accounting', 0.415687)","('accountant', 0.4110666)","('auditor', 0.3253352)","('audit', 0.2639551)","('stewardship', 0.26260394)","('corporate', 0.2584192)","('equity', 0.2440444)","('iasb', 0.21875003)","('firm', 0.20630486)"
38,"('fitness', 0.44412854)","('health', 0.3495321)","('childhood', 0.27911884)","('sport', 0.2716871)","('healthy', 0.2658526)","('obesity', 0.26138628)","('competency', 0.25701916)","('physical', 0.24911916)","('participation', 0.24637392)","('efficacy', 0.24529506)"
39,"('slavery', 0.4335673)","('labour', 0.24026051)","('compliant', 0.22417846)","('balch', 0.21551317)","('procurement', 0.21274439)","('compliance', 0.19763869)","('exploitation', 0.19131133)","('agency', 0.18943797)","('bale', 0.17464314)","('enforcement', 0.15149482)"
