topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('individual', 0.20063159)","('inspire', 0.19594526)","('audience', 0.193051)","('young', 0.18241984)","('contemporary', 0.16725025)","('exhibition', 0.16430861)","('health', 0.16298687)","('opportunity', 0.16233118)","('curator', 0.16172892)","('interest', 0.15739143)"
0,"('concert', 0.4304183)","('musician', 0.42886442)","('music', 0.4191835)","('musical', 0.40429497)","('performer', 0.36847323)","('choral', 0.35924846)","('choir', 0.35142767)","('orchestra', 0.34442842)","('composer', 0.34137905)","('instrument', 0.33015484)"
1,"('educator', 0.41260025)","('teacher', 0.38014963)","('teach', 0.369425)","('classroom', 0.36803007)","('curriculum', 0.36556464)","('educational', 0.34019256)","('learner', 0.33102173)","('literacy', 0.31933123)","('student', 0.29770768)","('gcse', 0.2560802)"
2,"('curatorial', 0.38353294)","('exhibition', 0.3645866)","('museum', 0.3448804)","('exhibit', 0.33577806)","('curator', 0.32891923)","('contemporary', 0.26071855)","('audience', 0.25837922)","('collection', 0.2479714)","('artwork', 0.24401769)","('art', 0.23331723)"
3,"('enterprise', 0.26821515)","('borg', 0.2635151)","('innovation', 0.25936168)","('industrial', 0.24360019)","('agency', 0.22440416)","('ethic', 0.22378106)","('company', 0.22340676)","('banking', 0.21182519)","('service', 0.20370635)","('business', 0.2032693)"
4,"('theatre', 0.41767678)","('shakespearean', 0.40780413)","('shakespeare', 0.40165403)","('playwright', 0.34587282)","('audience', 0.34325868)","('theatrical', 0.3309247)","('stage', 0.31858376)","('performer', 0.30826306)","('perform', 0.2895713)","('cast', 0.27307594)"
5,"('clinical', 0.40810972)","('clinician', 0.3899688)","('hospice', 0.37195462)","('medical', 0.3712106)","('patient', 0.3536222)","('healthcare', 0.33780292)","('hospital', 0.31314617)","('health', 0.3119432)","('medicine', 0.30805373)","('nursing', 0.29582664)"
6,"('humanitarian', 0.34223607)","('constabulary', 0.30731744)","('ngo', 0.29310405)","('officer', 0.29046097)","('police', 0.27277023)","('extremism', 0.25033277)","('investigative', 0.2385798)","('crisis', 0.23442352)","('agency', 0.2246866)","('mafia', 0.22101632)"
7,"('poet', 0.51844597)","('poetry', 0.49093258)","('poem', 0.42427063)","('poetic', 0.34343553)","('literature', 0.32577145)","('literary', 0.29819548)","('writer', 0.2884041)","('dylan', 0.26188338)","('wordsworth', 0.21071467)","('anthology', 0.20469996)"
8,"('clergy', 0.50872046)","('theological', 0.4988737)","('church', 0.4803841)","('ecumenical', 0.47529954)","('theology', 0.46504608)","('catholic', 0.45206445)","('congregation', 0.43841532)","('anglican', 0.4076929)","('protestant', 0.40399283)","('christianity', 0.3909984)"
9,"('irish', 0.5267674)","('ulster', 0.5232872)","('gaelic', 0.47947806)","('ireland', 0.44985527)","('dublin', 0.44019806)","('belfast', 0.41101825)","('scottish', 0.33527574)","('protestant', 0.27757728)","('scotland', 0.2290724)","('webster', 0.20927384)"
