topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('organisation', 0.22555497)","('social', 0.22198772)","('role', 0.22126994)","('support', 0.21041022)","('community', 0.20244572)","('service', 0.19115767)","('collaboration', 0.1837396)","('society', 0.17921378)","('intervention', 0.17606136)","('apply', 0.16870053)"
0,"('educator', 0.44636092)","('curriculum', 0.39894664)","('teacher', 0.38770384)","('classroom', 0.37440562)","('education', 0.36451733)","('teach', 0.34954733)","('pedagogical', 0.34798777)","('pedagogy', 0.34688833)","('educational', 0.34587783)","('literacy', 0.31330448)"
1,"('entrepreneur', 0.39673394)","('enterprise', 0.38362208)","('entrepreneurial', 0.3817585)","('entrepreneurship', 0.38140863)","('organisational', 0.38004452)","('smes', 0.3779075)","('organisation', 0.3661758)","('management', 0.35229766)","('innovation', 0.33825874)","('corporate', 0.32432792)"
2,"('healthcare', 0.37071824)","('hospital', 0.32380435)","('carers', 0.3031755)","('medical', 0.27730405)","('clinician', 0.26651666)","('health', 0.26430222)","('clinical', 0.26412874)","('patient', 0.26300782)","('nursing', 0.26204255)","('staff', 0.26037714)"
3,"('musician', 0.4266923)","('music', 0.41331252)","('musical', 0.3867191)","('instrument', 0.37713245)","('orchestra', 0.35353968)","('compositional', 0.3525778)","('orchestral', 0.35148388)","('piano', 0.346142)","('composition', 0.34267318)","('choir', 0.33844927)"
4,"('curatorial', 0.39103466)","('sculpture', 0.36566412)","('artwork', 0.35997492)","('artistic', 0.35966736)","('curator', 0.34552366)","('art', 0.34451702)","('exhibition', 0.34208667)","('exhibit', 0.3275084)","('museum', 0.31669596)","('workshop', 0.31438285)"
5,"('athletic', 0.48012543)","('athlete', 0.45745286)","('sport', 0.4332435)","('paralympic', 0.41323262)","('olympic', 0.3390246)","('competitive', 0.31858188)","('rugby', 0.3080833)","('competition', 0.28613243)","('elite', 0.27502668)","('strength', 0.27121833)"
6,"('childcare', 0.39890027)","('adoption', 0.36147523)","('welfare', 0.3308503)","('poverty', 0.3269239)","('parent', 0.3154474)","('childhood', 0.31124133)","('parental', 0.30665648)","('support', 0.3033023)","('child', 0.29569316)","('family', 0.2746628)"
7,"('freshwater', 0.45972142)","('catchment', 0.3745349)","('wetland', 0.3717233)","('ecological', 0.36612672)","('ecosystem', 0.3520223)","('biodiversity', 0.32618526)","('groundwater', 0.32316792)","('environment', 0.31807736)","('pond', 0.31496015)","('river', 0.31145698)"
8,"('poet', 0.48818916)","('poetry', 0.43920428)","('literature', 0.4015539)","('poetics', 0.38797572)","('poem', 0.38585913)","('literary', 0.33844113)","('writer', 0.33576256)","('poetic', 0.30437034)","('write', 0.26075023)","('wordsworth', 0.24846937)"
