topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('youth', 0.2776826)","('legislation', 0.22718689)","('justice', 0.20860428)","('court', 0.19394082)","('act', 0.18593752)","('conduct', 0.1660692)","('rural', 0.16014335)","('student', 0.15678072)","('reform', 0.15543416)","('young', 0.15495381)"
0,"('athlete', 0.4763158)","('sport', 0.39720443)","('paralympic', 0.34463772)","('olympic', 0.31105384)","('rehabilitation', 0.30410486)","('rugby', 0.30297145)","('elite', 0.30139607)","('competition', 0.28980556)","('muscle', 0.26954734)","('league', 0.26415178)"
1,"('hospital', 0.3889774)","('healthcare', 0.3773403)","('medical', 0.30311188)","('carers', 0.30187553)","('clinical', 0.297561)","('patient', 0.2946794)","('clinician', 0.2673019)","('service', 0.25422284)","('organisational', 0.2529016)","('health', 0.2491606)"
2,"('childcare', 0.43623072)","('adoption', 0.37015942)","('childhood', 0.32497942)","('adopt', 0.3205755)","('child', 0.3065346)","('parent', 0.2920976)","('parental', 0.291937)","('poverty', 0.26666635)","('custody', 0.2564874)","('safeguard', 0.24793701)"
3,"('entrepreneurship', 0.40675485)","('entrepreneur', 0.38978964)","('enterprise', 0.38211572)","('entrepreneurial', 0.37746325)","('organisational', 0.36942118)","('smes', 0.32065302)","('growth', 0.30741307)","('productivity', 0.30252883)","('innovate', 0.3019119)","('innovation', 0.29875916)"
4,"('workforce', 0.4195823)","('wage', 0.36780193)","('employment', 0.35877803)","('unemployment', 0.33816552)","('workplace', 0.335886)","('worker', 0.33272654)","('employer', 0.3325513)","('unemployed', 0.33217654)","('labour', 0.33020663)","('employee', 0.30136526)"
5,"('constabulary', 0.4396343)","('police', 0.3905998)","('officer', 0.3790421)","('constable', 0.37407416)","('enforcement', 0.34144235)","('probation', 0.27668548)","('homicide', 0.2720185)","('violence', 0.2711764)","('criminal', 0.26820743)","('safeguard', 0.25977042)"
6,"('electoral', 0.4062826)","('voter', 0.40554184)","('polling', 0.36175632)","('voting', 0.35402805)","('election', 0.344967)","('constituency', 0.34140366)","('vote', 0.3295791)","('referendum', 0.32317042)","('councillor', 0.29563445)","('candidate', 0.29188722)"
7,"('logistics', 0.40315357)","('procurement', 0.38436413)","('inventory', 0.3276584)","('supplier', 0.32294944)","('organisational', 0.30849126)","('strategic', 0.28521615)","('manufacturing', 0.27418143)","('construction', 0.2600124)","('corporate', 0.24476984)","('chain', 0.23400119)"
8,"('renewable', 0.43380237)","('energy', 0.35149032)","('electricity', 0.31518584)","('environment', 0.2990749)","('heating', 0.29733717)","('infrastructure', 0.28998244)","('building', 0.27745667)","('sustainable', 0.27391824)","('efficiency', 0.26880604)","('housing', 0.24892569)"
9,"('educator', 0.458608)","('teacher', 0.44486037)","('teach', 0.38825303)","('curriculum', 0.382666)","('classroom', 0.37774783)","('pedagogical', 0.37122172)","('pedagogy', 0.32736015)","('mentor', 0.31309626)","('learner', 0.3087875)","('educational', 0.3023377)"
10,"('peacebuilding', 0.5172355)","('peacekeeping', 0.4977911)","('reconciliation', 0.3861674)","('peace', 0.38332415)","('ngo', 0.3560264)","('humanitarian', 0.35086495)","('conflict', 0.30312562)","('army', 0.29605746)","('genocide', 0.27668208)","('war', 0.2730657)"
11,"('banking', 0.38569307)","('finance', 0.3602256)","('macroeconomic', 0.33894005)","('bank', 0.3320755)","('liquidity', 0.3115991)","('macroprudential', 0.3075294)","('portfolio', 0.29031384)","('investor', 0.27680284)","('economist', 0.26578254)","('market', 0.25783193)"
