topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('community', 0.31022072)","('heritage', 0.2694282)","('collaboration', 0.2564919)","('health', 0.25445646)","('social', 0.2515974)","('cultural', 0.24839146)","('support', 0.2409815)","('culture', 0.23887104)","('explore', 0.23147795)","('engage', 0.21847892)"
0,"('educator', 0.4524319)","('curriculum', 0.39450997)","('teacher', 0.37991214)","('classroom', 0.37018996)","('pedagogical', 0.35617486)","('teach', 0.35030276)","('literacy', 0.34693336)","('pedagogy', 0.33990535)","('education', 0.33320373)","('educational', 0.32237825)"
1,"('entrepreneur', 0.39673394)","('enterprise', 0.3836221)","('entrepreneurial', 0.3817585)","('entrepreneurship', 0.38140857)","('organisational', 0.38004464)","('smes', 0.3779075)","('organisation', 0.36617583)","('management', 0.3522977)","('innovation', 0.33825877)","('corporate', 0.32432795)"
2,"('musician', 0.43073726)","('music', 0.41232678)","('musical', 0.38121712)","('instrument', 0.35941625)","('orchestral', 0.34431815)","('orchestra', 0.33972168)","('piano', 0.3320753)","('performer', 0.3285284)","('choir', 0.32039)","('repertoire', 0.32021284)"
3,"('curatorial', 0.3597383)","('artistic', 0.35232222)","('sculpture', 0.34477824)","('artwork', 0.3409838)","('art', 0.3345663)","('curator', 0.31955796)","('artefact', 0.31695658)","('craft', 0.31313032)","('exhibition', 0.3114861)","('modernism', 0.3064415)"
4,"('adoption', 0.38270295)","('childcare', 0.36896905)","('poverty', 0.34248444)","('welfare', 0.337488)","('parental', 0.31515047)","('childhood', 0.31269246)","('parent', 0.31260127)","('child', 0.3011817)","('maternal', 0.29936025)","('support', 0.2944281)"
5,"('freshwater', 0.45972145)","('catchment', 0.3745349)","('wetland', 0.3717233)","('ecological', 0.36612678)","('ecosystem', 0.35202232)","('biodiversity', 0.32618526)","('groundwater', 0.32316792)","('environment', 0.31807736)","('pond', 0.31496018)","('river', 0.31145698)"
6,"('poet', 0.47322926)","('poetry', 0.43258995)","('literature', 0.40234214)","('poetics', 0.38532215)","('poem', 0.37171894)","('literary', 0.34553325)","('writer', 0.32518575)","('poetic', 0.30726355)","('write', 0.25533125)","('wordsworth', 0.23733366)"
7,"('electoral', 0.4343617)","('voter', 0.41851157)","('polling', 0.38369262)","('voting', 0.38099357)","('election', 0.37914428)","('constituency', 0.37683314)","('referendum', 0.35740703)","('vote', 0.351416)","('parliamentary', 0.3243085)","('councillor', 0.31776124)"
8,"('healthcare', 0.37071824)","('hospital', 0.32380435)","('carers', 0.3031755)","('medical', 0.27730405)","('ambulance', 0.2666427)","('health', 0.2643022)","('clinical', 0.26412874)","('patient', 0.26300782)","('staff', 0.26037714)","('service', 0.25823116)"
