topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('healthcare', 0.46654063)","('health', 0.45074484)","('clinical', 0.3753652)","('hospital', 0.3589154)","('framework', 0.33756736)","('service', 0.3306819)","('charity', 0.3015274)","('wellbeing', 0.30117133)","('covid', 0.29013234)","('improvement', 0.2872408)"
0,"('manufacturing', 0.49370575)","('manufacturer', 0.4653529)","('industrial', 0.4599195)","('manufacture', 0.4586987)","('company', 0.44630256)","('production', 0.42911184)","('engineering', 0.39594805)","('software', 0.37663037)","('innovation', 0.3702132)","('patent', 0.35851908)"
1,"('exhibition', 0.551105)","('curatorial', 0.5484139)","('museum', 0.53119296)","('art', 0.5213875)","('artistic', 0.49217528)","('curator', 0.48180372)","('creativity', 0.43984193)","('artefact', 0.43739873)","('literature', 0.41723135)","('gallery', 0.40861186)"
2,"('teach', 0.5428283)","('educator', 0.54177856)","('pedagogical', 0.52868)","('teacher', 0.51082563)","('curriculum', 0.50690997)","('classroom', 0.48162138)","('pedagogy', 0.45135403)","('educational', 0.4418061)","('literacy', 0.4145641)","('pedagogic', 0.40155417)"
3,"('criminal', 0.47039613)","('crime', 0.45834878)","('police', 0.45243767)","('homicide', 0.43665922)","('tribunal', 0.41932818)","('offender', 0.4038679)","('enforcement', 0.40254384)","('offence', 0.39890736)","('forensic', 0.39725065)","('justice', 0.39285463)"
4,"('enterprise', 0.66881466)","('entrepreneurship', 0.5519629)","('entrepreneurial', 0.51227885)","('entrepreneur', 0.5015041)","('business', 0.47944587)","('organisational', 0.47180676)","('strategic', 0.4562263)","('smes', 0.43540287)","('corporate', 0.43050903)","('productivity', 0.40151012)"
5,"('athletic', 0.58709735)","('athlete', 0.56480956)","('sport', 0.5577422)","('athletics', 0.54429287)","('paralympic', 0.511954)","('paralympics', 0.50320995)","('compete', 0.487122)","('olympic', 0.4833583)","('rugby', 0.4748706)","('coach', 0.44449967)"
6,"('oncology', 0.47879818)","('cancer', 0.4101783)","('radiotherapy', 0.3976724)","('chemotherapy', 0.37579653)","('malignancy', 0.3411504)","('clinician', 0.33689034)","('prostate', 0.3320554)","('clinical', 0.33199626)","('healthcare', 0.31163895)","('prognosis', 0.2962291)"
7,"('nursing', 0.5652466)","('nurse', 0.47874552)","('midwifery', 0.4516542)","('midwife', 0.41131437)","('curriculum', 0.39268598)","('trainee', 0.38617092)","('competency', 0.37608802)","('educator', 0.36486515)","('profession', 0.34413412)","('healthcare', 0.3415661)"
8,"('climate', 0.56863165)","('greenhouse', 0.4147318)","('environmental', 0.39648092)","('meteorological', 0.35553712)","('methane', 0.33772758)","('policymakers', 0.32822514)","('emission', 0.32588398)","('carbon', 0.31745297)","('atmospheric', 0.31722963)","('intergovernmental', 0.31681514)"
9,"('diabetes', 0.5045014)","('obesity', 0.4591545)","('diabetic', 0.43637636)","('health', 0.42290217)","('obese', 0.402699)","('insulin', 0.39586857)","('diet', 0.38411084)","('sugar', 0.38007393)","('healthcare', 0.35865387)","('fat', 0.3369969)"
10,"('childcare', 0.56562555)","('adoption', 0.4554097)","('parental', 0.42019925)","('adopt', 0.41870025)","('parent', 0.4173947)","('unicef', 0.384285)","('poverty', 0.37062034)","('childhood', 0.36853367)","('childux', 0.3677057)","('family', 0.36526257)"
