topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('clinical', 0.36912757)","('clinician', 0.35080817)","('hospital', 0.3487395)","('medical', 0.31471962)","('healthcare', 0.3145071)","('patient', 0.3113654)","('medicine', 0.26931286)","('care', 0.2479412)","('palliative', 0.23597714)","('transplant', 0.23498547)"
0,"('industrial', 0.31468526)","('production', 0.28019565)","('operation', 0.2538426)","('technical', 0.25247395)","('engineer', 0.24429242)","('company', 0.24368414)","('manufacturing', 0.237434)","('service', 0.22922784)","('engineering', 0.22719449)","('innovation', 0.22441006)"
1,"('conservation', 0.4644598)","('biodiversity', 0.45634896)","('wildlife', 0.45072)","('ecosystem', 0.40707976)","('iucn', 0.4041472)","('climate', 0.4008503)","('habitat', 0.36217934)","('sustainable', 0.36114728)","('environmental', 0.33947846)","('nature', 0.29907268)"
2,"('dementia', 0.46824044)","('carers', 0.4016531)","('carer', 0.34450215)","('care', 0.32640827)","('nursing', 0.31975198)","('healthcare', 0.315407)","('health', 0.2919796)","('nurse', 0.2711257)","('clinical', 0.2547842)","('midwifery', 0.25269216)"
3,"('outreach', 0.35973585)","('participation', 0.2868849)","('educational', 0.28060758)","('curriculum', 0.26270896)","('astronomy', 0.25730446)","('scientific', 0.25649127)","('discovery', 0.2543175)","('science', 0.24627717)","('scientist', 0.23988351)","('nasa', 0.23213115)"
4,"('orthopaedic', 0.27341235)","('physiotherapy', 0.27101845)","('osteopath', 0.2674581)","('pain', 0.25695336)","('knee', 0.252458)","('fracture', 0.24618903)","('implant', 0.23022617)","('hip', 0.2297895)","('musculoskeletal', 0.22809003)","('medical', 0.22430918)"
5,"('compliance', 0.29149738)","('chicken', 0.28779477)","('regulatory', 0.27945307)","('fsa', 0.27213457)","('food', 0.27053282)","('campylobacter', 0.260935)","('veterinary', 0.24865092)","('expertise', 0.23969719)","('pesticide', 0.23387864)","('systematic', 0.23206195)"
6,"('maternity', 0.565586)","('obstetrician', 0.52025723)","('childbirth', 0.5128142)","('neonatal', 0.49866518)","('midwifery', 0.4838364)","('fetal', 0.4820041)","('newborn', 0.4586414)","('midwife', 0.45316607)","('maternal', 0.45051795)","('infant', 0.4407007)"
7,"('childcare', 0.45415232)","('child', 0.36398262)","('parent', 0.32911098)","('autism', 0.25608286)","('health', 0.25278828)","('disability', 0.24403498)","('youth', 0.23444158)","('nutrition', 0.21743405)","('carers', 0.20795143)","('healthcare', 0.20745352)"
8,"('vaccination', 0.5218791)","('vaccine', 0.49744785)","('vaccinate', 0.45570636)","('immunisation', 0.4031785)","('immunization', 0.40230504)","('hpv', 0.35528362)","('pcv', 0.29575953)","('meningococcal', 0.2798537)","('menafrivac', 0.2778805)","('outbreak', 0.25803685)"
9,"('cardiovascular', 0.47922438)","('cardiology', 0.4612035)","('cardiac', 0.45338213)","('cardiologist', 0.36207294)","('coronary', 0.3337536)","('heart', 0.28303567)","('hypertension', 0.281273)","('clinical', 0.24662176)","('medical', 0.23850283)","('rehabilitation', 0.2268423)"
10,"('curator', 0.32319972)","('museum', 0.3154048)","('exhibition', 0.29878289)","('artefact', 0.2885031)","('archaeological', 0.2703188)","('archaeology', 0.25791714)","('art', 0.25474942)","('painting', 0.24919575)","('conservator', 0.24482578)","('tourism', 0.2259568)"
11,"('diabetes', 0.4995876)","('diabetic', 0.4264081)","('insulin', 0.4026045)","('glucose', 0.30477053)","('clinician', 0.24105336)","('healthcare', 0.23299572)","('clinical', 0.22175449)","('health', 0.22164595)","('obesity', 0.20823237)","('obese', 0.19118279)"
12,"('polling', 0.4084078)","('political', 0.29497898)","('campaign', 0.2912098)","('policymakers', 0.28464413)","('election', 0.27878696)","('voting', 0.2628348)","('civilian', 0.22831906)","('journalist', 0.2114918)","('information', 0.21137443)","('editorial', 0.18644385)"
13,"('malaria', 0.5074445)","('malarial', 0.504058)","('antimalarial', 0.3857081)","('mosquito', 0.35220042)","('insecticide', 0.33541602)","('endemic', 0.26379693)","('burkina', 0.24837345)","('dengue', 0.24027541)","('saharan', 0.23481789)","('faso', 0.23394749)"
14,"('stroke', 0.4581195)","('rehabilitation', 0.3657139)","('disability', 0.29109135)","('nhse', 0.25796896)","('healthcare', 0.2568853)","('clinical', 0.25572488)","('clinician', 0.24319425)","('cochrane', 0.23656558)","('hospital', 0.23351985)","('medical', 0.22990623)"
