topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('exhibition', 0.47105014)","('museum', 0.43819278)","('art', 0.43143237)","('artistic', 0.42367396)","('participation', 0.39000535)","('inspire', 0.359029)","('creative', 0.35718015)","('photography', 0.3547802)","('audience', 0.3483827)","('educational', 0.34205562)"
0,"('museum', 0.6545608)","('exhibition', 0.6403804)","('curatorial', 0.57343185)","('exhibit', 0.57302564)","('artwork', 0.5161028)","('curator', 0.5025927)","('art', 0.4435618)","('craft', 0.41823828)","('tourism', 0.41352767)","('artefact', 0.41117722)"
1,"('health', 0.4812808)","('healthcare', 0.46179867)","('therapy', 0.42202902)","('therapeutic', 0.42202625)","('illness', 0.40354413)","('patient', 0.387263)","('clinical', 0.38713467)","('disability', 0.37589425)","('charity', 0.3713408)","('medical', 0.36648417)"
2,"('music', 0.58425426)","('musical', 0.5218632)","('musician', 0.50118196)","('orchestra', 0.48160893)","('concert', 0.4426187)","('choir', 0.43741822)","('composer', 0.43431628)","('performer', 0.43158048)","('composition', 0.42877877)","('repertory', 0.42456406)"
3,"('multilingual', 0.54597193)","('language', 0.5203728)","('multilingualism', 0.50429565)","('linguistics', 0.4885754)","('translator', 0.47776198)","('linguistic', 0.47521955)","('english', 0.46833575)","('pedagogical', 0.4545125)","('literacy', 0.44732344)","('teach', 0.44050723)"
4,"('literature', 0.59179926)","('poet', 0.5401352)","('writer', 0.53795356)","('literary', 0.5337541)","('poetry', 0.5248391)","('novelist', 0.51896656)","('prose', 0.41483566)","('publisher', 0.4074307)","('author', 0.38489598)","('translator', 0.3836133)"
5,"('centenary', 0.55688405)","('commemoration', 0.5393566)","('remembrance', 0.5294193)","('wwii', 0.51128024)","('wartime', 0.4921887)","('holocaust', 0.4473375)","('commemorative', 0.43580276)","('commemorate', 0.38131836)","('war', 0.37159145)","('historical', 0.368981)"
6,"('environment', 0.5106563)","('sustainability', 0.5097561)","('environmental', 0.4918926)","('sustainable', 0.47841612)","('infrastructure', 0.47513723)","('urban', 0.46397996)","('pollution', 0.42799938)","('city', 0.4254412)","('building', 0.4117959)","('housing', 0.40213346)"
7,"('theatre', 0.6325561)","('playwright', 0.56987274)","('theatrical', 0.515506)","('shakespeare', 0.50422055)","('shakespearean', 0.49077898)","('audience', 0.45299572)","('performer', 0.40454024)","('actor', 0.36596784)","('act', 0.35784823)","('drama', 0.33788413)"
8,"('cinema', 0.6212454)","('bafta', 0.6090244)","('filmmaking', 0.6027783)","('film', 0.5472003)","('filmmaker', 0.49975652)","('cinematic', 0.46980077)","('documentary', 0.45267314)","('festival', 0.39542174)","('genre', 0.3899425)","('audience', 0.3750664)"
9,"('church', 0.59206307)","('clergy', 0.5883915)","('theological', 0.5526965)","('theology', 0.5390177)","('ecumenical', 0.53561604)","('catholic', 0.5315845)","('theologian', 0.5172777)","('congregational', 0.5160707)","('congregation', 0.512941)","('pastor', 0.47729102)"
