topic_id,0,1,2,3,4,5,6,7,8,9
-1,"('health', 0.27210414)","('environment', 0.20944446)","('audience', 0.20228517)","('information', 0.17599306)","('individual', 0.17392698)","('view', 0.17332162)","('environmental', 0.16866404)","('service', 0.16680959)","('field', 0.1569274)","('resource', 0.1512376)"
0,"('hospital', 0.39643267)","('healthcare', 0.39294672)","('hospice', 0.3886406)","('medical', 0.32076868)","('carers', 0.31695092)","('clinical', 0.3161255)","('patient', 0.30229905)","('ambulance', 0.2961048)","('clinician', 0.2891068)","('nursing', 0.28834704)"
1,"('music', 0.4562681)","('musical', 0.42648822)","('musician', 0.4132536)","('orchestra', 0.4025587)","('composition', 0.3724091)","('instrument', 0.36384574)","('choir', 0.36125904)","('conservatoire', 0.35977492)","('composer', 0.35246655)","('piano', 0.34058738)"
2,"('childcare', 0.46114105)","('adoption', 0.38366452)","('childhood', 0.36489075)","('adopt', 0.34927887)","('child', 0.34826586)","('parental', 0.31610984)","('parent', 0.30882224)","('csa', 0.2864325)","('youth', 0.28578648)","('unicef', 0.25941733)"
3,"('athletic', 0.49351734)","('athlete', 0.48850292)","('compete', 0.43779045)","('sport', 0.41083893)","('paralympic', 0.34905505)","('olympic', 0.33584657)","('paralympics', 0.33066756)","('rugby', 0.31504703)","('competition', 0.299285)","('coach', 0.29780787)"
4,"('educator', 0.45860797)","('teacher', 0.44486034)","('teach', 0.38825303)","('curriculum', 0.382666)","('classroom', 0.37774783)","('pedagogical', 0.37122172)","('pedagogy', 0.32736015)","('mentor', 0.31309626)","('literacy', 0.30886868)","('learner', 0.3087875)"
5,"('curatorial', 0.33014864)","('sculpture', 0.31312305)","('craft', 0.31290394)","('exhibition', 0.3077276)","('artistic', 0.29862612)","('artwork', 0.29701772)","('impressionism', 0.29651374)","('participatory', 0.29308635)","('exhibit', 0.2907884)","('contemporary', 0.29065695)"
6,"('renewables', 0.4547083)","('renewable', 0.42693406)","('energy', 0.31042883)","('generator', 0.3069976)","('electricity', 0.30327517)","('heating', 0.2651809)","('turbine', 0.26251298)","('efficiency', 0.2592356)","('electric', 0.25380278)","('solar', 0.24661592)"
7,"('wage', 0.39629453)","('workforce', 0.39059287)","('employability', 0.3795852)","('unemployment', 0.3513093)","('employment', 0.34374028)","('unemployed', 0.34348238)","('income', 0.33925048)","('worker', 0.30380395)","('employer', 0.29487687)","('labour', 0.29045597)"
8,"('entrepreneurship', 0.40675473)","('entrepreneur', 0.38978964)","('enterprise', 0.38211578)","('entrepreneurial', 0.37746322)","('organisational', 0.36942118)","('smes', 0.32065308)","('growth', 0.307413)","('productivity', 0.30252886)","('innovate', 0.30191186)","('innovation', 0.29875922)"
9,"('maternity', 0.5286681)","('postpartum', 0.5115014)","('childbirth', 0.50470597)","('obstetrician', 0.4963725)","('midwifery', 0.47074938)","('breastfeeding', 0.46283022)","('neonatal', 0.46182036)","('fetal', 0.44660082)","('maternal', 0.44480836)","('midwife', 0.42605504)"
10,"('psychiatric', 0.3731184)","('psychiatry', 0.37204432)","('depression', 0.3318485)","('health', 0.32866123)","('psychotherapy', 0.31883025)","('therapy', 0.3000916)","('psychiatrist', 0.29833126)","('psychosis', 0.29353642)","('therapist', 0.28753865)","('healthcare', 0.28516102)"
11,"('insecticide', 0.42150754)","('pesticide', 0.4147072)","('pollination', 0.40205666)","('agriculture', 0.40003404)","('agricultural', 0.38190317)","('pest', 0.37045807)","('crop', 0.3407449)","('bee', 0.33915925)","('biodiversity', 0.32504973)","('produce', 0.31277213)"
12,"('stroke', 0.43610322)","('rehabilitation', 0.35013795)","('disability', 0.28493565)","('recovery', 0.232357)","('clinical', 0.2266236)","('neurological', 0.21052566)","('physiotherapy', 0.2090337)","('tia', 0.20848595)","('hospital', 0.2039611)","('clinician', 0.19824755)"
13,"('biodiversity', 0.5246106)","('wildlife', 0.5170626)","('ecology', 0.5025731)","('ecological', 0.4882778)","('iucn', 0.43209982)","('conservation', 0.4245055)","('habitat', 0.41186512)","('ecosystem', 0.3972607)","('extinction', 0.37557763)","('nature', 0.32191092)"
14,"('poet', 0.5164274)","('poetry', 0.48028666)","('poem', 0.40169463)","('literature', 0.36478794)","('writer', 0.36038345)","('poetic', 0.3420058)","('literary', 0.3290292)","('dylan', 0.26616228)","('wordsworth', 0.25395626)","('author', 0.2283985)"
15,"('cardiac', 0.4895774)","('cardiology', 0.47480506)","('cardiovascular', 0.4602319)","('myocardial', 0.39148244)","('cardiologist', 0.38442832)","('cardiomyopathy', 0.3589152)","('arrhythmia', 0.34080285)","('coronary', 0.33909076)","('cpr', 0.33192044)","('heart', 0.30733782)"
16,"('shakespearean', 0.5497364)","('shakespeare', 0.52556014)","('playwright', 0.35978848)","('theatre', 0.34688133)","('stratford', 0.2927878)","('audience', 0.28353995)","('performer', 0.27544406)","('theatrical', 0.26052603)","('perform', 0.23400226)","('actor', 0.23343995)"
17,"('peacebuilding', 0.5492108)","('peacekeeping', 0.47826272)","('peace', 0.39177948)","('ngo', 0.3804934)","('humanitarian', 0.37281063)","('reconciliation', 0.35569742)","('conflict', 0.28354686)","('military', 0.26659444)","('war', 0.26314875)","('unicef', 0.2576744)"
18,"('migrant', 0.5387307)","('refugee', 0.49720424)","('migration', 0.42598373)","('immigrant', 0.41192257)","('immigration', 0.40880832)","('asylum', 0.31080732)","('citizenship', 0.29970503)","('seeker', 0.2647343)","('participation', 0.23931943)","('traveller', 0.23301081)"
19,"('telecommunication', 0.41776302)","('hardware', 0.39233053)","('specification', 0.38468498)","('infrastructure', 0.38114557)","('bandwidth', 0.3536034)","('architecture', 0.33341146)","('software', 0.30804992)","('ibm', 0.2997531)","('processor', 0.2942574)","('packet', 0.2940394)"
20,"('wastewater', 0.42493492)","('catchment', 0.42332894)","('groundwater', 0.36265045)","('sewage', 0.34209424)","('runoff', 0.33453017)","('sanitation', 0.32811642)","('wetland', 0.31286502)","('basin', 0.31132358)","('ecological', 0.31064)","('environment', 0.3066834)"
21,"('polling', 0.42618048)","('voter', 0.42543188)","('electoral', 0.41458625)","('election', 0.3789301)","('voting', 0.3776825)","('constituency', 0.36013228)","('vote', 0.34673142)","('referendum', 0.3341778)","('parliamentary', 0.2915212)","('councillor', 0.28987074)"
22,"('disability', 0.54883164)","('disabled', 0.31236348)","('inclusive', 0.30721036)","('employment', 0.27572674)","('accessibility', 0.25316614)","('accessible', 0.24106978)","('employer', 0.23787275)","('hardship', 0.22377169)","('inclusion', 0.21848506)","('health', 0.20184685)"
23,"('pharmaceutical', 0.3922717)","('biotech', 0.3694754)","('molecular', 0.32825857)","('molecule', 0.32579625)","('pharma', 0.3035661)","('drug', 0.28741997)","('fluorescence', 0.2547318)","('microscopy', 0.22940597)","('software', 0.22046195)","('discovery', 0.21884044)"
24,"('archaeology', 0.47291684)","('excavation', 0.43813056)","('neolithic', 0.4340307)","('archaeological', 0.43218526)","('archaeologist', 0.3805236)","('landscape', 0.3513965)","('prehistoric', 0.29960355)","('medieval', 0.29595247)","('stonehenge', 0.28346634)","('excavate', 0.26904467)"
25,"('eyecare', 0.4876488)","('ophthalmology', 0.46230882)","('ophthalmologist', 0.4472944)","('retinal', 0.43176913)","('cataract', 0.4233255)","('retinopathy', 0.4115855)","('blindness', 0.39993018)","('optometrist', 0.39333838)","('ophthalmic', 0.39222372)","('macular', 0.37976038)"
26,"('constabulary', 0.49402416)","('police', 0.41452527)","('officer', 0.40546095)","('constable', 0.38188317)","('enforcement', 0.34409165)","('arrest', 0.30516717)","('criminal', 0.25279012)","('conduct', 0.2499134)","('violence', 0.24390903)","('crime', 0.22797543)"
27,"('astronomy', 0.37387818)","('higgs', 0.34875047)","('lhc', 0.33786112)","('lhcb', 0.32279235)","('observatory', 0.30399868)","('nasa', 0.30105346)","('astrophysics', 0.2987156)","('cern', 0.29861248)","('astronomical', 0.29858762)","('physicist', 0.28769124)"
